case_number,category,description,location_address,latitude,longitude,incident_date,province,city,hour,day_of_week,time_period
CR-2025-001115,THEFT,My motorcycle Honda CD-70 was stolen from outside the Jama Masjid in New City Housing Sheikhupura during Friday prayers. I had parked my bike in the mosque parking area as usual and went inside for Jumma namaz. When I came out after about 45 minutes my bike was gone. The registration was SHK-5028 worth approximately Rs. 125000. Other people praying said they saw two young men in casual clothes near the parking but thought they were also there for prayers. The thief must have used a duplicate key as there were no signs of breaking the lock. This mosque has been targeted before I am told by other victims. I request police to patrol mosque areas on Fridays.,"Plot 133, Block B, New City Housing, close to District Courts, Sheikhupura",31.704583,73.968078,2025-11-16 23:11:44+00:00,Punjab,Sheikhupura,23,6,evening
CR-2025-001116,ASSAULT,At around 7 PM near Safdarabad Multan close to the shrine area I was assaulted by a gang of young men for no apparent reason. I was walking to a chai dhaba after visiting Bahauddin Zakariya darbar when they surrounded me. They appeared drunk and aggressive. Without any provocation they started hitting me with iron rods and their fists while laughing. I fell to the ground and they continued kicking me calling me an outsider. The attack stopped only when some passersby from the shrine intervened. I have fractured arm and was hospitalized at Nishtar. They fled on motorcycles. At least 6-7 boys were involved all appearing to be in their early 20s. The shrine area has become very unsafe at night.,"Flat 604, Plaza Heights, Safdarabad, Sheikhupura",31.682829,74.009118,2025-03-26 18:59:09+00:00,Punjab,Sheikhupura,18,2,evening
CR-2025-001117,FRAUD,I am reporting a phone fraud. Yesterday I received a call from someone claiming to be from a bank saying I won a prize in their anniversary lucky draw. They said I needed to verify my account by paying Rs. 10000 tax which would be refunded with my prize of Rs. 300000. I am a elderly person from Gulgasht Colony Multan and believed them because they knew my name and bank. I sent the money via Easypaisa. Then they asked for more money for different charges. When I refused they threatened me and the phone went dead. I realized I was cheated. This was my pension savings and I am devastated. The number they called from is now unreachable.,"Plot 394, Block C, Gulgasht Colony, opposite Ghanta Ghar, Multan",30.123835,71.484738,2025-07-03 22:43:53+00:00,Punjab,Multan,22,3,evening
CR-2025-001118,THEFT,I am reporting a mobile phone snatching incident that occurred evening around 5:30 PM near Pak Gate Multan. I was checking messages on my OnePlus 11 while walking when two young men approached from behind on a blue Yamaha YBR without visible number plate. The pillion rider wearing full-face black helmet quickly snatched my phone from my hand. They spoke in Seraiki and sped away towards Bosan Road direction. The rider was blue jeans and black t-shirt and both appeared to be person appearing 35-40 years. My phone is worth approximately Rs. 260000. Several people at a nearby chai dhaba witnessed the incident. I am still shaken by the experience and request urgent police action.,"Flat 1007, Central Heights, Pak Gate, Multan",30.162203,71.503658,2025-01-27 23:33:21+00:00,Punjab,Multan,23,0,evening
CR-2025-001119,DOMESTIC_VIOLENCE,I have been suffering torture at the hands of my mother-in-law and sister-in-law since my marriage at our home in Pak Gate Multan. They regularly beat me for minor things like cooking mistakes and demand more dowry from my parents. Yesterday my mother-in-law caused bruises on arms and face because I was late in serving guests during a family gathering. They also threatened to throw me out on the street. My husband either ignores this or sometimes joins them in the abuse. I am currently at my parents house in Shah Rukn-e-Alam Colony and have medical records from the hospital. The violence has been escalating for the past year and I fear for my life.,"276-D, Main Road, Pak Gate, near Shah Rukn-e-Alam shrine, Multan",30.147649,71.509451,2025-04-28 04:10:17+00:00,Punjab,Multan,4,0,late_night
CR-2025-001120,BURGLARY,I am reporting a burglary at my residence in Garden Town Multan. The incident occurred while we were attending a wedding in Lahore for the evening. The burglars broke in through the back window after cutting the CCTV wires from the boundary wall. They systematically searched every room taking only valuables. We lost gold jewelry worth 20 tola cash Rs. 420000 and several electronics. Nothing large was taken suggesting they had a vehicle waiting. Neighbors reported seeing an unfamiliar grey car in the area during the night. The burglars appeared to know our schedule as the robbery happened when the house was empty. We suspect someone familiar with our family routine may have provided information to the criminals.,"Flat 703, Plaza Heights, Garden Town, Multan",30.224591,71.415534,2025-07-04 16:26:02+00:00,Punjab,Multan,16,4,afternoon
CR-2025-001121,THEFT,I work at a sports goods factory on Daska Road in Ugoki Road Sialkot. When I arrived for morning shift around 8 AM I parked my motorcycle at the factory gate as usual. I went inside to clock in and when I returned 10 minutes later my wallet from bag on motorcycle was stolen. The thief must have been watching and waiting for workers to go inside. Total loss approximately Rs. 50000. Other workers have also had things stolen at this gate. The security guard was busy at the delivery entrance and saw nothing. Factory management needs to improve security at the main gate parking area. This area has become unsafe for workers.,"Flat 509, Al-Madina Heights, Ugoki Road, Sialkot",32.507223,74.528412,2025-01-29 16:31:23+00:00,Punjab,Sialkot,16,2,afternoon
CR-2025-001122,ROBBERY,I was robbed at knifepoint afternoon around 2 PM near Export Processing Zone Sialkot on my way back from my sports goods factory. I am a factory owner and was walking to my car parked outside the factory when a man on a black Honda CD-70 blocked my path. He showed me a large knife and demanded cash in aggressive Punjabi. I handed over Rs. 20000 from my pocket my Samsung phone and gold ring. He escaped towards Daska Road at high speed. The attack happened quickly in an isolated area behind the warehouses. Other factory owners have also been targeted in this industrial zone in the evenings. We need better security and police patrolling.,"Flat 804, Plaza Heights, Export Processing Zone, Sialkot",32.514332,74.55428,2025-03-20 22:08:33+00:00,Punjab,Sialkot,22,3,evening
CR-2025-001123,BURGLARY,I am reporting a burglary at my residence in Shah Rukn-e-Alam Colony Multan. The incident occurred while we were attending a wedding in Lahore for the evening. The burglars broke in through the back window after cutting the CCTV wires from the boundary wall. They systematically searched every room taking only valuables. We lost gold jewelry worth 3 tola cash Rs. 415000 and several electronics. Nothing large was taken suggesting they had a vehicle waiting. Neighbors reported seeing an unfamiliar grey car in the area during the night. The burglars appeared to know our schedule as the robbery happened when the house was empty. We suspect someone familiar with our family routine may have provided information to the criminals.,"Plot 298, Block , Shah Rukn-e-Alam Colony, opposite Bahauddin Zakariya shrine, Multan",30.196144,71.544852,2025-06-19 02:09:35+00:00,Punjab,Multan,2,3,late_night
CR-2025-001124,THEFT,I work at a sports goods factory on Daska Road in Export Processing Zone Sialkot. When I arrived for morning shift around 8 AM I parked my motorcycle at the factory gate as usual. I went inside to clock in and when I returned 10 minutes later my laptop bag from bike was stolen. The thief must have been watching and waiting for workers to go inside. Total loss approximately Rs. 60000. Other workers have also had things stolen at this gate. The security guard was busy at the delivery entrance and saw nothing. Factory management needs to improve security at the main gate parking area. This area has become unsafe for workers.,"Shop 57, Export Processing Zone Commercial Area, near Export Processing Zone, Sialkot",32.486428,74.537714,2026-01-20 07:38:23+00:00,Punjab,Sialkot,7,1,morning
CR-2025-001125,FRAUD,I am reporting property fraud by a dealer in Shahab Pura Road Sialkot. I am an overseas Pakistani working in Saudi Arabia and came to buy a plot in Gulshan-e-Iqbal Society. A well-dressed property dealer showed me genuine looking documents and registration papers. I paid Rs. 2500000 over two visits home. The dealer promised to complete transfer before my return to Saudi. When I came back after 6 months and enquired the dealer had disappeared and the plot belongs to someone else entirely. All his phone numbers are switched off and his office on Kashmir Road is empty. I have all the fake documents and receipts as evidence. My entire life savings of 20 years abroad is gone.,"102-, Main Road, Shahab Pura Road, close to Iqbal Manzil, Sialkot",32.492405,74.576526,2025-08-11 11:40:58+00:00,Punjab,Sialkot,11,0,morning
